Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript
Tile Skipper,Monte Carlo Beeline 3,Two,Normal,48,127203,79,20D 14D G 3B 6B G 6C 9C G 19B 1A G 2B 3A G 20C 2C G 4B 3C G 5B 1B G 2A 16A G 19A 3D G 4C 8C G 16B 7A G 8A 14C G 16D 5D G 12A 11C G 7B 8B G
Kitty Corner,Random,Two,Normal,60,100,24,7A 4D G 15C 2A G 3A 13B G 11D 4A G 9A 4B G 14B 14A G 7D 4C G 20A 3B G 2C 15A G 17D 9B G 7C 6A G 11A 14D G 3A 5C G 20B 10D G 17A 10B G 12C 8C G 2C 17D G 17D 3A G 19A 20B G 15B 3D G
Monte Carlo Beeline 3,Monte Carlo Beeline 2,One,Normal,84,507715,17,5B 8A G 20A 9B G 8B 6C G 18C 18B G 17C 17A G 17B 16B G 1A 18D G 19A 19C G 1C 6D G 2D 7D G 11B 12B G 11A 13D G 12A 13A G 2A 2C G 7C 7B G 11C 16D G 14B 4C G 10B 8B G 9A 13A G 11C 14A G 16D 10A G 2A 13D G 4B 10A G 2A 4B G 18B 18D G 2A 16D G 2C 3C G 2D 7A G
Monte Carlo Beeline 1,Monte Carlo Tree Search,Two,Normal,69,256794,43,11D 7C G 16D 7B G 8B 12D G 16B 7A G 20C 11A G 3B 18B G 20B 19B G 13C 4B G 3C 5B G 8D 11C G 4C 4D G 4A 9C G 17A 14B G 5D 12B G 18C 13C G 9D 13B G 10B 5B G 4D 10B G 13B 8D G 5A 10A G 2C 2D G 10C 10D G 9C 9B G
Monte Carlo Tree Search,Kitty Corner,One,Normal,54,176636,26,7C 2A G 3A 3C G 8C 4A G 9A 14D G 15C 14A G 19A 14C G 11B 3B G 19B 3C G 5C 3B G 4B 12C G 6A 19B G 2C 11C G 5C 3B G 3D 6B G 2D 11D G 1B 17A G 15B 5D G 18D 16D G
Monte Carlo Tree Search,Random,One,Normal,48,156929,33,9B 4D G 5B 8C G 13D 20B G 3C 7D G 15C 10B G 5A 10A G 9D 9A G 15A 11A G 20C 19A G 10C 1D G 6D 5C G 18D 16D G 3B 12C G 14C 6D G 12A 17A G 5A 8A G
Barricade,Monte Carlo Tree Search,Two,Normal,69,225597,6,2C 1C G 16A 1A G 6D 1D G 12C 2D G 6C 15A G 13B 5C G 12A 5D G 8C 3A G 3C 17B G 15C 17D G 4D 2B G 4C 9C G 11A 9A G 18B 11D G 10A 18C G 18A 13D G 18D 15A G 20B 5A G 3B 10C G 10C 17D G 7D 16D G 10C 6C G 5A 8D G
Monte Carlo Beeline 3,Random,One,Normal,48,119810,5,2B 8A G 10D 14A G 18B 16D G 19B 4D G 13A 20A G 19C 20C G 20D 7D G 19D 6D G 7C 13D G 16D 4B G 6A 12B G 6B 16B G 1A 15B G 7D 11A G 11D 12B G 2C 16C G
Monte Carlo Beeline 3,Monte Carlo Beeline 1,One,Normal,54,155075,69,18B 6B G 1B 15D G 6C 13D G 8C 1A G 6A 1D G 15B 5C G 16D 18A G 10A 14B G 12D 12B G 14A 7A G 19C 5A G 17A 17D G 12A 18D G 9D 2D G 7C 9B G 13C 14D G 16A 13B G 2C 3C G
Monte Carlo Tree Search,Bee Line,One,Normal,42,134781,5,2B 17A G 5A 6B G 20A 5D G 18A 18D G 11C 18B G 10C 1D G 20C 19A G 14A 16C G 19B 13D G 9C 2B G 2D 9A G 13B 12D G 8C 9D G 13A 6A G
Monte Carlo Beeline 1,Monte Carlo Beeline 3,Two,Normal,57,141056,63,16D 9A G 15D 14A G 19A 14B G 7A 6B G 1A 13D G 12C 13A G 16B 11B G 6A 6D G 13B 11D G 15C 20D G 4D 3A G 8D 13C G 5C 10A G 3B 20B G 18D 4B G 4A 12D G 14C 3D G 8C 5A G 5B 12A G
Monte Carlo Beeline 2,Random,One,Normal,54,18968,54,14C 4C G 3C 5C G 2A 16C G 6A 1A G 12A 12D G 4B 7B G 12C 19D G 2C 19B G 13C 2B G 10A 11B G 12B 7D G 9D 13D G 17B 16B G 13A 15A G 19C 10A G 13A 18A G 18C 3B G 5D 9B G
Monte Carlo Tree Search,Deep Beeline,One,Normal,60,190045,9,3B 3A G 8D 14A G 20A 20B G 12D 11D G 9A 15A G 8A 18A G 3C 20D G 14D 19A G 19B 9D G 8C 3C G 10C 5A G 19D 13C G 1D 2C G 4D 18C G 14B 11B G 7C 1D G 6D 7C G 2D 16C G 18B 1C G 11B 9B G
Random,Tile Skipper,Two,Normal,51,108,14,4C 20D G 6B 20A G 12B 6C G 1A 5B G 17D 2B G 2C 18B G 13B 4B G 1B 14C G 4C 2A G 3D 9D G 17D 3C G 4D 20A G 8D 7A G 7B 7C G 19C 12D G 19A 17B G 18B 14D G
Tile Skipper,Bee Line,Two,Normal,39,109,79,20D 4D G 6B 11D G 6A 19C G 19A 1C G 1B 16A G 9C 3B G 3C 16C G 16B 4B G 2B 9B G 20B 1A G 4C 7C G 8B 5D G 7A 13C G
Random,Kitty Corner,Two,Normal,42,107,45,12B 20A G 15A 17C G 11D 10A G 5A 7D G 8D 4A G 3A 15B G 18C 4D G 15D 17D G 7D 20C G 4B 19C G 18C 4B G 20D 6D G 2A 4B G 10D 7A G
Barricade,Random,One,Normal,54,167,66,17C 19D G 3C 3A G 8D 9B G 11C 4D G 9A 20D G 1B 1A G 2B 15D G 16C 14D G 11A 11D G 19D 18D G 15A 16C G 6C 6B G 5A 15C G 8B 8C G 12B 19A G 19B 16B G 5D 3C G 10A 10C G
Tile Skipper,Barricade,Two,Normal,57,165,79,20D 17B G 20A 6B G 6C 6A G 11D 1A G 2B 1B G 1C 2C G 4B 1D G 16A 4C G 7A 15A G 15D 8C G 7D 17D G 12C 3C G 7B 8B G 9D 5D G 8D 10C G 8A 9A G 11B 10A G 9C 13A G 9B 14B G
Barricade,Tile Skipper,One,Normal,60,200,66,17C 20D G 6B 6A G 11D 6C G 1A 1B G 1C 2B G 2C 1D G 2A 4B G 4C 20C G 20B 7A G 8C 5B G 16A 7D G 3D 3A G 10D 4A G 5D 15D G 18B 7C G 8B 18A G 18D 9A G 9B 19C G 13C 13D G 14C 19A G
Random,Bee Line,Two,Normal,42,208,5,2B 2C G 19D 12C G 10A 2D G 2A 20B G 7A 20C G 16C 18D G 13C 11D G 20A 18B G 1A 7C G 11B 12B G 6A 20D G 11A 3A G 5A 19A G 14A 4D G
Barricade,Kitty Corner,One,Normal,57,186,14,4C 15A G 10A 10B G 10C 5A G 4A 4B G 4D 3A G 8A 3B G 3C 8D G 8D 5C G 6B 5B G 10D 20D G 20C 5B G 15D 6C G 13D 15A G 17C 12C G 20A 5B G 9B 16C G 11D 5A G 19B 11A G 19A 6A G
Kitty Corner,Barricade,Two,Normal,54,697,8,3A 10B G 3B 4A G 5A 3C G 3D 10A G 15A 4B G 4C 20A G 20C 5C G 14A 5B G 15B 14B G 9D 10D G 10D 9A G 8A 20C G 12A 16C G 16B 8B G 11D 13B G 9C 17C G 20B 12B G 19A 17D G
Random,Barricade,Two,Normal,51,33349,40,11A 4C G 11B 18D G 15A 11C G 11D 9B G 2B 2A G 3B 3A G 18C 1B G 4B 19C G 9C 15D G 20D 9B G 13A 3C G 6A 14D G 12B 20A G 20C 8A G 8A 19D G 16A 5C G 13C 16B G
Kitty Corner,Bee Line,Two,Normal,36,49279,48,13A 4A G 15C 8A G 3A 16C G 5C 2A G 1A 20D G 10D 6A G 6B 4B G 15B 13C G 8D 5A G 5B 6C G 2C 5D G 17C 6C G
Tile Skipper,Random,One,Normal,45,50435,79,20D 9D G 13C 6B G 6C 5D G 4A 1A G 2B 1C G 19C 2C G 4B 10A G 17D 1B G 2A 1C G 9C 3D G 3C 17C G 6D 7A G 12A 19D G 19D 8B G 12D 19B G
Kitty Corner,Random,One,Normal,45,50472,60,16A 17A G 17A 11A G 6A 13A G 6C 1A G 5A 10A G 5D 4A G 16C 10D G 2D 11B G 16D 17B G 15D 4D G 11B 12C G 14C 11C G 4D 19A G 15D 3D G 3B 19A G
Bee Line,Random,One,Normal,39,50627,60,16A 7C G 16C 17B G 18C 7B G 14D 13A G 16B 10D G 6D 17A G 4D 19B G 14A 4A G 17D 7C G 6B 9C G 4B 8A G 11B 18D G 3C 11C G
Tile Skipper,Deep Beeline,One,Normal,42,52564,79,20D 10A G 8D 6B G 6C 13B G 14D 1A G 2B 17D G 8A 2C G 4B 9D G 18A 1B G 2A 9A G 19B 3D G 4C 3A G 20B 4A G 7A 16B G 19D 12A G
Bee Line,Kitty Corner,One,Normal,42,19728,61,16B 20A G 15A 5B G 16A 10A G 5A 11B G 11D 4A G 3A 11A G 1B 10C G 3D 16C G 1A 20C G 3B 6D G 1C 5D G 10C 7D G 12B 3A G 4D 7B G
Barricade,Bee Line,Two,Normal,69,52940,26,7C 8C G 14D 14B G 8A 15D G 10C 3D G 12B 16D G 9D 9A G 4C 11A G 10D 7D G 10A 12A G 7B 15B G 3C 6C G 12D 5A G 6D 12C G 6B 13B G 1D 9B G 20D 6A G 19B 8C G 13A 8A G 17D 9B G 16B 7D G 2D 7B G 17C 7A G 1A 11D G
Random,Deep Beeline,Two,Normal,48,53444,48,13A 17C G 8C 2A G 10C 18D G 3A 8A G 3B 4B G 19A 4D G 15A 20B G 18C 6A G 13D 6C G 5A 19B G 6D 12A G 15B 7D G 5C 15D G 14A 11A G 9B 14C G 1D 7C G
Deep Beeline,Random,One,Normal,51,53443,14,4C 4A G 3D 5B G 9D 16C G 19D 19A G 15A 1D G 8B 12C G 1A 20C G 12B 18D G 16A 6B G 3B 17B G 11A 20D G 20B 20A G 14A 4D G 8C 11B G 18B 8A G 20B 17A G 16D 20B G
Kitty Corner,Monte Carlo Beeline 1,Two,Normal,48,54110,8,3A 10B G 20A 4A G 5A 10C G 16C 10A G 15A 11C G 3D 9A G 1A 13A G 18A 6A G 11A 16B G 8D 9B G 5D 11B G 18B 9D G 4B 17D G 18D 9D G 2C 7C G 12A 5C G
Tile Skipper,Kitty Corner,Two,Normal,48,3893,79,20D 5A G 1A 6B G 6C 2A G 7A 5C G 5B 12A G 17A 2B G 2C 12B G 2D 3B G 3C 17C G 12B 4B G 4C 17B G 2D 8A G 9A 17D G 12D 9C G 9B 18C G 10A 13C G
Bee Line,Tile Skipper,Two,Normal,48,3443,42,11C 20D G 6B 6D G 11A 6C G 1A 3B G 4B 2B G 2C 8A G 12B 7A G 6A 9A G 13B 1D G 1B 9D G 8C 2A G 3D 8D G 9C 3C G 5D 3B G 11B 10C G 14A 13C G
Kitty Corner,Tile Skipper,Two,Normal,60,38168,60,16A 20D G 6B 11A G 6A 6C G 1A 15A G 10A 2B G 2C 5A G 4A 4B G 1B 11B G 16B 1C G 3B 5B G 10B 3C G 4C 11D G 16B 7A G 8D 10C G 16A 8B G 9A 18D G 9C 13C G 12C 9D G 5D 14A G 9B 12A G
Monte Carlo Beeline 1,Kitty Corner,One,Normal,45,88961,66,17C 18A G 13A 18B G 3D 8A G 3A 19D G 10A 2A G 1A 2B G 14B 1B G 2D 19C G 4A 18C G 8D 3C G 6D 18C G 18D 5C G 12B 2A G 20A 20D G 7A 11A G
Tile Skipper,Monte Carlo Beeline 1,Two,Normal,51,89955,79,20D 4C G 8A 6B G 6C 11B G 6A 1A G 2B 1B G 7D 2C G 4B 2D G 18A 4D G 5A 9A G 12B 1C G 2A 15A G 14C 3C G 9C 13C G 5B 9B G 14A 17A G 19C 16D G 12D 13A G
Monte Carlo Beeline 1,Tile Skipper,One,Normal,42,91371,37,10B 20D G 6B 2B G 17C 6C G 1A 17B G 5D 2D G 2C 18D G 8D 3A G 4B 19D G 19B 1C G 4C 16A G 19A 5B G 4A 18C G 11C 8A G 9A 11B G
Random,Monte Carlo Beeline 1,Two,Normal,48,93256,21,6B 1B G 13B 13A G 8D 11C G 18C 20D G 20C 8A G 1C 16C G 20A 9B G 13C 4C G 5C 3D G 17D 19B G 16B 4D G 4A 20D G 10C 12D G 2C 16B G 13D 18D G 18B 19A G
Bee Line,Barricade,Two,Normal,66,40773,26,7C 15B G 7A 3A G 3B 4B G 2B 9A G 4D 3C G 3D 10C G 1B 1A G 11A 6B G 14D 6D G 1D 20D G 19C 19A G 14A 9A G 20D 10B G 18D 8B G 20B 13A G 8D 6B G 16B 4B G 14C 20B G 20A 1D G 15B 2D G 14B 19A G 6C 16B G
Monte Carlo Beeline 1,Bee Line,One,Normal,54,93504,66,17C 7D G 14C 14D G 11D 7B G 16D 2B G 8B 7A G 20A 9D G 16A 7C G 10D 12C G 6C 1C G 1A 4A G 10A 14A G 5C 4C G 15D 13C G 13A 18D G 6D 7D G 15A 6D G 13B 19B G 2C 18B G
Monte Carlo Beeline 1,Deep Beeline,One,Normal,54,96127,14,4C 4D G 6D 4B G 19D 19A G 9B 20A G 14B 16B G 8C 3B G 20C 14C G 20B 2C G 16A 7B G 17A 12D G 15D 10C G 16D 11C G 7C 17D G 2A 5C G 10C 13A G 1A 10A G 15A 6C G 11D 2A G
Bee Line,Deep Beeline,Two,Normal,45,44569,38,10C 10B G 12D 7A G 14A 14C G 14D 3B G 4B 20A G 17B 4C G 2B 19D G 2A 2D G 1B 5B G 5A 13B G 8A 9D G 3D 3C G 4D 1A G 8D 12B G 13A 18D G
Barricade,Monte Carlo Beeline 1,Two,Normal,57,98557,70,18C 18B G 1D 10B G 18A 14D G 4A 4B G 4C 16B G 9B 4D G 14A 11D G 13B 16C G 20B 3B G 12D 19A G 7B 7A G 8B 16D G 12A 8A G 3D 12B G 18A 8C G 3A 14B G 3C 2B G 11B 15A G 7B 2C G
Kitty Corner,Deep Beeline,One,Normal,66,51321,0,1A 18C G 13B 2A G 3A 18A G 2B 8A G 13A 19B G 19A 9A G 4A 20C G 6B 5A G 6A 19D G 15B 3B G 1B 20D G 16D 13C G 8C 6D G 6D 15A G 1A 11B G 17C 8B G 2B 6D G 11C 1D G 2D 7B G 10A 2D G 6C 15B G 9C 1A G
Barricade,Deep Beeline,Two,Normal,60,68412,38,10C 10B G 12D 14C G 10A 12A G 7D 20D G 15D 13A G 4D 3C G 13D 10D G 17A 15B G 2C 2B G 9D 8C G 2A 7C G 6A 17D G 3B 18D G 4B 18A G 5B 18B G 1A 18A G 15A 1C G 19B 20B G 10A 9B G 9A 15B G
Deep Beeline,Tile Skipper,One,Normal,54,81410,2,1C 20D G 6B 13A G 3C 6C G 1A 18C G 19C 2B G 2C 9B G 18A 4B G 1B 19B G 1D 2A G 3D 7A G 5A 4C G 4A 10C G 14A 8A G 9D 12A G 7B 14B G 17C 12D G 1D 8A G 10A 1D G
Deep Beeline,Bee Line,One,Normal,57,81932,2,1C 9C G 11D 15C G 16C 10C G 9A 17D G 8B 6C G 10D 1B G 5C 15B G 14B 9D G 6A 2C G 7B 13C G 13D 3C G 3A 14D G 19D 7A G 11C 7D G 3D 11D G 11C 20B G 18B 4C G 7A 18D G 19A 9C G
Kitty Corner,Monte Carlo Beeline 2,Two,Normal,45,138852,20,6A 17C G 13A 1A G 2A 14D G 15D 3A G 8A 15A G 6B 5A G 7A 12C G 15C 12A G 10A 18B G 14C 10B G 7C 20D G 12B 5C G 10C 20B G 19D 7C G 5B 11A G
Monte Carlo Beeline 1,Random,One,Normal,45,85716,49,13B 11D G 9A 15D G 19D 8B G 16A 5A G 2B 13A G 12A 6C G 3C 10C G 20A 19A G 18D 17B G 20A 11C G 13C 17D G 11A 6A G 3A 13A G 12C 6D G 1C 7C G
Tile Skipper,Monte Carlo Beeline 2,Two,Normal,48,140744,79,20D 8C G 13A 6B G 6C 14A G 1B 1A G 2B 19B G 16C 2C G 4B 19D G 3B 4C G 1C 18A G 18C 2A G 7A 16D G 9C 7D G 7B 8B G 9A 3C G 12D 5A G 10A 16B G
Deep Beeline,Monte Carlo Beeline 1,Two,Normal,54,88931,72,19A 15C G 2A 18A G 4A 5A G 16D 11B G 5B 16B G 1B 1C G 18B 17B G 1A 17A G 8A 1D G 14C 12A G 16C 17D G 7D 10D G 7B 3D G 8B 12D G 8C 13A G 14B 7A G 10B 17D G 20B 10B G
Bee Line,Monte Carlo Beeline 1,Two,Normal,48,50766,70,18C 15C G 19B 16C G 16B 1A G 16A 18D G 15B 6D G 15A 19C G 19A 1D G 6A 2A G 13B 7D G 8B 3C G 3A 5C G 17A 3B G 2B 8D G 10B 4D G 9A 9C G 14B 4C G
Deep Beeline,Barricade,Two,Normal,108,10366,41,11B 11A G 6D 6A G 3C 3A G 8D 4A G 20A 4D G 4B 5B G 8C 4C G 7A 14C G 9C 15B G 15C 16A G 7D 1D G 5A 5D G 8B 10C G 12A 12C G 9A 3B G 13D 17A G 9A 11D G 12A 8C G 18B 2C G 3A 5C G 5C 15C G 15C 17B G 1B 11D G 17C 14B G 1B 3D G 1D 7D G 8B 3C G 13A 5B G 1B 4A G 1C 8B G 18C 13D G 3D 11B G 8B 11A G 1C 7D G 12B 11D G 15B 6C G
Deep Beeline,Kitty Corner,One,Normal,60,29278,46,12C 7A G 2A 4B G 13C 3A G 4A 5B G 9A 1A G 8A 13D G 5A 13A G 18A 17B G 16B 1C G 18B 16C G 20D 18B G 18B 10D G 10A 1C G 2C 10B G 15C 2B G 3D 16D G 15B 8A G 19B 6B G 15A 19B G 13A 3B G
Monte Carlo Beeline 2,Deep Beeline,One,Normal,45,172210,66,17C 17B G 18C 8B G 9C 5A G 3D 14C G 8C 11B G 15B 20C G 13C 1B G 16C 16A G 3C 4A G 11A 18D G 20A 4B G 7C 9B G 14D 19A G 19B 20D G 15C 14B G
Monte Carlo Beeline 1,Barricade,One,Normal,71,85351,37,10B 10A G 15D 12B G 10C 14C G 5D 5B G 17C 5A G 1B 4A G 3A 3B G 3C 19B G 9B 3D G 9A 1A G 2C 1C G 18B 19A G 13B 20B G 9D 15C G 6C 20D G 16C 18A G 11D 1B G 9D 18C G 18D 11B G 16C 19C G 6B 16C G 2D 6A G 19A 18B G 5A 19A
Monte Carlo Beeline 2,Bee Line,One,Normal,54,188382,37,10B 17A G 14D 4B G 18A 10C G 19A 16B G 15B 5A G 5D 17B G 1C 2C G 7D 12D G 13A 6A G 6C 1D G 9A 16C G 20A 11B G 7B 11A G 17A 13D G 9C 13C G 5C 3C G 8D 19B G 19B 7C G
Bee Line,Monte Carlo Beeline 3,Two,Normal,45,204229,58,15C 1A G 10A 15A G 5B 12B G 20B 3C G 4D 5C G 2A 13B G 20C 12A G 19D 14C G 16A 14D G 17A 18B G 13D 13A G 18A 20D G 16D 17D G 18C 3D G 18D 17B G
Random,Monte Carlo Beeline 2,Two,Normal,80,210426,42,11C 1B G 6A 5D G 11A 16C G 17B 8A G 5D 11D G 1C 7A G 8C 6D G 8D 15A G 16B 3D G 13A 20A G 7C 14D G 20C 3A G 7A 9B G 14A 9D G 5C 13D G 2C 8C G 4A 9A G 13B 18D G 18D 20B G 9C 18D G 10C 17D G 18C 16B G 4A 18C G 9A 8C G 14C 15A G 20A 7B G 16B 20A
Bee Line,Monte Carlo Beeline 2,Two,Normal,57,210525,33,9B 10B G 11B 4B G 19C 9A G 14C 19B G 14A 9D G 6C 13A G 16B 13B G 8B 10D G 15C 20B G 18B 5A G 15A 20D G 8D 17A G 12C 17C G 12B 16D G 12C 8C G 12A 17B G 3D 12D G 7B 14A G 9B 2C G
Monte Carlo Beeline 2,Kitty Corner,One,Normal,39,121237,72,19A 13A G 8A 11B G 16D 3A G 2A 18D G 20A 1A G 6A 16B G 1B 6C G 6D 2D G 14A 3B G 3C 15B G 1D 8D G 1C 15D G 9B 17A G
Kitty Corner,Monte Carlo Beeline 3,Two,Normal,39,212705,28,8A 16D G 15D 3A G 4A 14B G 20D 5A G 10A 14C G 7B 15A G 5D 8B G 5C 5B G 4D 16B G 12B 10D G 3C 1D G 13B 3C G 4D 13C G
Deep Beeline,Monte Carlo Beeline 3,Two,Normal,45,214239,37,10B 8B G 5B 10C G 16B 5D G 8D 9D G 6D 16A G 15A 17A G 9A 17B G 3C 16C G 5C 1A G 1D 6C G 3A 20D G 15B 2C G 3B 4A G 18A 6B G 11A 18B G
Kitty Corner,Monte Carlo Tree Search,Two,Normal,48,230066,12,4A 7B G 1A 5A G 3A 12C G 15C 10A G 15A 20C G 6C 20A G 20D 14A G 8C 20B G 4C 6A G 10C 3D G 10B 15D G 18C 15B G 9A 12D G 12A 17A G 15A 12A G 7B 9D G
Random,Monte Carlo Tree Search,Two,Normal,48,233965,74,19C 20C G 5B 20A G 10A 6B G 14B 14A G 9B 1C G 3D 8C G 18D 16A G 14C 12A G 9D 20C G 17D 17B G 12B 14C G 15D 19C G 15B 14C G 5C 12D G 18A 5A G 6C 8D G
Monte Carlo Beeline 2,Monte Carlo Beeline 1,One,Normal,69,234683,14,4C 4D G 1B 3B G 6D 18B G 12C 19C G 3C 19A G 3D 19D G 20C 2D G 4B 5B G 2A 14A G 9B 13C G 13D 15A G 20A 1D G 15C 8D G 11A 16B G 16C 16A G 8A 12D G 10A 17C G 16D 10B G 9A 11C G 11D 13A G 13A 11D G 11D 16C G 7B 13D G
Tile Skipper,Monte Carlo Tree Search,Two,Normal,48,244013,79,20D 20A G 16D 6B G 6C 3D G 12B 1A G 2B 2A G 4C 2C G 4B 2D G 19A 1B G 3B 6D G 7D 3C G 4D 13A G 4C 7A G 8A 13B G 18B 7B G 8D 18D G 17A 8B G
Monte Carlo Beeline 2,Random,One,Normal,45,157716,10,3C 18A G 8A 14C G 20D 4A G 11B 4B G 9B 11C G 17C 5C G 19A 10B G 7C 9A G 19B 8C G 4C 9C G 13C 17D G 13B 1C G 15B 11A G 11B 19C G 6C 13A G
Deep Beeline,Monte Carlo Beeline 2,One,Normal,57,111611,67,17D 17C G 19A 14D G 4A 17B G 2C 5B G 15B 10B G 10A 5C G 11A 16A G 7C 16C G 20B 7A G 13D 14C G 7B 8B G 20D 20C G 12B 8A G 6A 18D G 13A 8A G 6B 13B G 6D 8C G 20A 8D G 20C 19C G
Bee Line,Monte Carlo Tree Search,Two,Normal,57,255284,14,4C 2C G 13D 4B G 1A 9B G 7C 1C G 11C 16A G 14C 11B G 11A 6D G 6A 8B G 3C 16A G 6B 16D G 4D 8A G 2B 17B G 15C 14D G 16B 19B G 20D 12C G 19A 17B G 5C 3D G 13D 1B G 19B 18C G
Monte Carlo Beeline 2,Barricade,One,Normal,75,274042,66,17C 17B G 17A 2C G 4B 2A G 7D 12A G 5D 3D G 4A 8A G 9C 5B G 8B 16C G 15A 8C G 16A 13C G 18C 11C G 9A 5C G 20A 13D G 13A 14C G 1A 18D G 19B 9B G 14D 19C G 6B 14A G 6C 8C G 5B 6A G 6C 6D G 5B 6A G 11A 17D G 1B 6B G 9A 5B G
Monte Carlo Beeline 3,Random,One,Normal,48,179836,79,20D 20A G 8A 3D G 10B 12D G 2D 4C G 13B 8D G 14D 15B G 7B 19B G 3A 3C G 10D 14A G 11C 16D G 16A 6B G 9B 15A G 7D 17B G 11A 14B G 4D 11A G 17D 9A G
Deep Beeline,Monte Carlo Tree Search,Two,Normal,51,226681,20,6A 12C G 14D 1A G 12A 20D G 10B 5B G 8C 9C G 19D 11D G 8B 11C G 20D 14C G 2B 9A G 19A 4D G 3C 8D G 9C 20C G 20B 15D G 13B 18A G 15A 9B G 20C 4C G 16B 18B G
Monte Carlo Beeline 1,Monte Carlo Beeline 2,Two,Normal,63,117076,26,7C 7D G 14D 7A G 14C 19D G 8B 3B G 16D 2B G 12C 15B G 5A 10D G 18B 18C G 13C 17B G 9C 9A G 17A 5B G 5C 10A G 15D 10C G 1D 4A G 5D 1A G 16C 15C G 11D 2A G 16B 11D G 5A 20D G 4D 3C G 9A 18C G
